FALSE,Year Makes: 96 Models: 675,Nickname,Ordinal,Year,Makes: 96,Models: 675,Access Type,DLC Pack,Special Reward/Gift,Direct Access,Rarity,FE Boost,Featured Sale Deadline,Car Value,Car Division,Spec,PI,Class,S,B,H,A,L,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire/RRim,R Tire/RRim,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FM Debut,FH5 Debut,Forza Debut,Latest game,New to Forza,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,1997 Honda Civic Type R Forza Edition,,,1997,Honda,Civic Type R Forza Edition,,,,,,,,,Hot Hatch Icons,Upgraded,450,C,5.4,5.1,5.4,6.6,,,195,133,2582,13.24,60,,NA,Inline,4,F,FWD,,255,,,,,stock,Asia,Japan,Civic,,3,R,4,,,7.200,20.700,,138.0,155.2,354.1,1.04,1.02,13.500,12804,,,29-Sep-17,FM7,FM7,,,,FE,,,,,,,,,,1,XBO,0
FALSE,1995 Honda CR-X Del Sol SiR,,,1995,Honda,CR-X Del Sol SiR,,,,,,,,,Economy,Factory,280,D,,,,,,,170,117,2491,14.65,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,2,R,4,,,7.200,,,131.7,,,,,,11084,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1994 Honda Civic 1.5 VTi,,,1994,Honda,Civic 1.5 VTi,,,,,,,,,Hatch,Factory,260,E,,,,,,,128,102,2271,17.74,,,,,4,F,FWD,,,,,,,,Asia,Japan,,,3,R,4,,,8.417,,,130.6,,,,,,11081,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1994 Honda Do-Luck NSX,,,1994,Honda,Do-Luck NSX,,,,,,,,,,Tuner,604,B,,,,,,,,,,#DIV/0!,,,,,,M,RWD,,,,,,,,Asia,Japan,,,2,R,4,,,,,,,,,,,,11284,,,29-May-07,FM2,FM2,,,,,,,,,,,,FM2,,1,360,0
FALSE,1994 Honda Prelude Si,Honda Prelude 94,,1994,Honda,Prelude Si,Autoshow,,,,Common,,,"20,000",Retro Hot Hatch,Factory,521,C,5.0,3.1,4.7,3.7,3.1,5.4,160,156,2870,17.94,62,2259,NA,Inline,4,F,FWD,,205,Both,Forza,"321, 212, 300","T, PDS",stock,Asia,Japan,,,2,L,4,,,7.200,20.700,15.800,137.0,145.7,373.6,0.88,0.89,13.500,12089,,05-Nov-21,04-Feb-14,FH5,FM5,,FH5,cu,FM7,,FM6,,cu,,,,,,5,XBO,0
FALSE,1997 Honda Civic Type R,Honda Civic '97,1273,1997,Honda,Civic Type R,Buy Cars Base,,,,Common,,,"49,000",Hot Hatch Icons,Factory,348,D,2.6,1.6,1.9,2.2,,,182,118,2403,13.20,62,1595,NA,Inline,4,F,FWD,,195,no,Aftermarket,"212, 250, 350, 375, 394I, 475","T, CS",stock,Asia,Japan,Honda Civic,,3,R,4,,RPC,5.714,17.518,15.000,151.0,150.0,375.7,0.87,0.89,11.804,11786,05-Oct-23,05-Nov-21,14-Oct-11,FM,FM4,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,,,,9,XBO,1
FALSE,1992 Honda NSX-R,Honda NSX-R '92,412,1992,Honda,NSX-R,Buy Cars Base,,,,Epic,,,"90,000",Sport GT Icons,Factory,502,B,4.0,2.5,2.8,3.2,,,276,217,2712,9.83,42,2977,NA,V,6,M,RWD,,225,no,WB RB,"375, 562, 630, 788","TT, PDS, CS",stock,Asia,Japan,Acura NSX,,2,R,4,,MvT,4.700,11.600,13.000,171.0,127.7,315.9,1.07,1.13,6.900,11092,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,,FM4,FM3,FM2,FM1,12,XBO,1
FALSE,1986 Honda Civic Si,Honda Civic '86,,1986,Honda,Civic Si,,,,,,,,,Hot Hatch Genesis,Factory,241,E,4.1,3.6,3.8,5.2,,,91,93,1955,21.48,61,,NA,Inline,4,F,FWD,,,,,,,stock,Asia,Japan,Civic,,3,L,4,,,9.100,96.300,,109.4,118.1,318.6,0.99,0.89,87.200,12000,,,15-Jan-13,FM7,FH1,,,,FM7,,FM6,cu,,DLC,,,,,4,XBO,0
FALSE,1984 Honda Civic CRX Mugen,Honda Civic '84,,1984,Honda,Civic CRX Mugen,Seasonal,,Midnight Battle,,Epic,,,"40,000",Retro Hot Hatch,Tuner,499,D,4.8,2.6,4.7,3.0,1.8,4.6,120,92,1819,15.16,62,1488,NA,Inline,4,F,FWD,,205,Both,Forza,"212, 182, 306, 415, 300","T, PDS",stock,Asia,Japan,Civic,,3,L,4,,MvT,7.900,24.000,15.900,134.7,160.5,398.4,0.87,0.87,16.100,12087,,05-Nov-21,04-Feb-14,FH5,FM5,,FH5,cu,FM7,,,FH2,cu,,,,,,5,XBO,0
FALSE,1974 Honda Civic RS,Honda Civic '74,,1974,Honda,Civic RS,Autoshow,,,,Common,,,"25,000",Retro Hot Hatch,Factory,368,D,3.9,2.4,4.2,2.4,3.0,5.1,76,75,1620,21.32,60,1169,NA,Inline,4,F,FWD,,155,Both,Preset / WB,"212, 182, 306, 415, 300","T, PDS",stock,Asia,Japan,,,3,R,4,,RPC,9.634,46.047,,109.2,164.8,419.8,0.81,0.82,36.413,13048,,05-Nov-21,13-Dec-18,FH5,FH4,,FH5,DLC,,,,,,,,,,,2,XBO,0
FALSE,1991 Honda CR-X SiR,Honda CR-X '91,320,1991,Honda,CR-X SiR,Buy Cars Base,,,,Common,,,"42,000",Hot Hatch Icons,Factory,305,D,1.9,1.7,2.1,1.7,,,158,112,2161,13.68,62,1595,NA,Inline,4,F,FWD,,195,no,Aftermarket,"212, 350, 375, 475, 630","T, PDS, CS",stock,Asia,Japan,Honda Civic,,3,R,4,,RPC,7.200,20.718,15.483,142.0,152.5,384.7,0.89,0.88,13.518,11085,05-Oct-23,05-Nov-21,03-May-05,FM,FM1,FM,FH5,FH4,FM7,,FM6,DLC,,Uni,FM4,FM3,FM2,FM1,11,XBO,1
FALSE,1970 Honda S800,Honda S800 '70,2205,1970,Honda,S800,Buy Cars Base,,,,Rare,,,"14,000",Sport Coupe Icons,Factory,210,E,1.0,1.3,1.2,1.1,,,70,48,1565,22.36,50,791,NA,Inline,4,F,RWD,,155,Both,Aftermarket,"82, 194, 212, 232, 245, 350, 475","T, PDS",stock,Asia,Japan,,Yes,2,L,4,,RPC,13.600,123.200,,102.7,213.2,508.8,0.68,0.67,109.600,12662,05-Oct-23,,07-Feb-17,FM,FH3,FM,,cu,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2017 Hoonigan Gymkhana 10 Ford Fiesta ST,Hoonigan Fiesta,,2017,Hoonigan,Gymkhana 10 Ford Fiesta ST,Exclusive,,,,Legendary,,,"500,000",Rally Monsters,Tuner,828,S1,5.7,8.4,8.2,9.0,10.0,,375,332,2800,7.47,53,1600,T,Inline,4,F,AWD,,245,no,Adjustable,300,none,,N. America,U.S.,,,3,L,4,,,3.367,8.367,,136.7,141.3,321.3,1.09,1.22,5.000,13037,,,22-Nov-18,FH4,FH4,,,cu,,,,,,,,,,,1,XBO,0
FALSE,2016 Hoonigan Gymkhana 10 Ford Focus RS RX,Gymkhana 10 Focus,,2016,Hoonigan,Gymkhana 10 Ford Focus RS RX,"Accolade, WS",,Accolade,,Epic,,,"500,000",Rally Monsters,Livery,864,S1,5.1,6.4,5.7,9.2,10.0,7.2,600,663,2491,4.15,60,1988,T,Inline,4,F,AWD,,225,no,Adjustable,300,none,no,N. America,U.S.,,,3,L,4,,,1.912,5.000,,142.6,88.2,218.1,1.18,1.32,3.088,13042,,05-Nov-21,06-Dec-18,FH5,FH4,,FH5,cu,,,,,,,,,,,2,XBO,0
FALSE,2016 Hoonigan Gymkhana 9 Ford Focus RS RX,Hoonigan Focus,,2016,Hoonigan,Gymkhana 9 Ford Focus RS RX,Seasonal,Series 18 cu,,,Legendary,,,"500,000",Rally Monsters,Tuner,864,S1,5.1,6.4,5.8,9.2,10.0,7.2,600,663,2491,4.15,60,1988,T,Inline,4,F,AWD,,225,no,Adjustable,300,none,no,N. America,U.S.,Focus,,3,L,4,,"FF, OR",1.900,5.000,9.850,142.8,86.1,217.9,1.18,1.32,3.100,12642,,02-Mar-23,13-Dec-16,FH5,FH3,,cu,FH4,FM7,DLC,,,,,,,,,4,XBO,0
FALSE,"2016 Hoonigan Gymkhana 9 Ford Focus RS RX ""Welcome Pack""",Focus RS RX WP,,2016,Hoonigan,"Gymkhana 9 Ford Focus RS RX ""Welcome Pack""",DLC store,,,,Legendary,,,"500,000",Rally Monsters,Upgraded,900,S1,6.6,8.6,8.1,10.0,10.0,,600,663,2491,4.15,60,1988,T,Inline,4,F,AWD,,225,no,Adjustable,300,none,,N. America,U.S.,Focus,,3,L,4,,,1.900,5.000,,165.9,123.9,300.3,1.09,1.21,3.100,13147,,,28-Jul-20,FH4,FH4,,,DLC,,,,,,,,,,,1,XBO,0
FALSE,2015 Hoonigan Gymkhana 8 Ford Fiesta ST RX43,Fiesta ST RX43,,2015,Hoonigan,Gymkhana 8 Ford Fiesta ST RX43,DLC store,,,,Legendary,,,"500,000",Rally Monsters,Tuner,885,S1,5.8,8.1,7.8,10.0,10.0,,600,663,2746,4.58,54,1988,TT,Inline,4,F,AWD,,245,no,Adjustable,300,none,no,N. America,U.S.,,,3,L,4,,,1.800,4.400,,137.4,136.6,321.1,1.08,1.18,2.600,13049,,,13-Dec-18,FH4,FH4,,,DLC,,,,,,,,,,,1,XBO,0
FALSE,2003 Hoonigan Holden Commodore Ute,,,2003,Hoonigan,Holden Commodore Ute,,,,,,,,,Hoonigan,Tuner,656,A,7.4,4.9,5.1,8.4,,,576,604,3320,5.76,55,,CS,V,8,F,RWD,,,,,,,no,N. America,U.S.,,,2,L,4,,,3.400,7.300,,202.6,129.1,321.0,1.17,1.13,3.900,12690,,,10-Aug-17,FM7,FM7,,,,DLC,,,,,,,,,,1,XBO,0
FALSE,1994 Hoonigan Ford Escort RS Cosworth WRC 'Cossie V2',Hoonigan Cossie,,1994,Hoonigan,Ford Escort RS Cosworth WRC 'Cossie V2',Autoshow,,Starter Showcase,,Epic,,,"500,000",Rally Monsters,Factory,783,A,5.5,5.9,6.1,7.7,4.0,7.4,371,368,2822,7.61,52,1994,T,Inline,4,F,AWD,,245,Both,Adjustable,none,none,no,N. America,U.S.,,,2,L,4,,,3.100,7.700,,153.2,96.7,239.9,1.10,1.24,4.600,13234,,05-Nov-21,05-Nov-21,FH5,FH5,,FH5,,,,,,,,,,,,1,XBO,0
FALSE,1992 Hoonigan Mazda RX-7 Twerkstallion,Twerkstallion,,1992,Hoonigan,Mazda RX-7 Twerkstallion,"Car Mastery, Seasonal",,,,Epic,,,"50,000",Drift Cars,Tuner,799,A,8.3,4.5,5.8,4.6,4.7,3.8,600,590,2866,4.78,53,5328,T,V,8,F,RWD,,265,no,Forza,"200(1.3L), 690",none,eng,N. America,U.S.,RX,,2,L,4,,OR,4.073,8.069,11.750,225.7,128.0,312.8,1.06,1.10,3.996,12696,,05-Nov-21,15-Aug-17,FH5,FH3,,FH5,FH4,DLC,DLC,,,,,,,,,4,XBO,0
FALSE,1991 Hoonigan Gymkhana 10 Ford Escort Cosworth Group A,Hoonigan Group A,,1991,Hoonigan,Gymkhana 10 Ford Escort Cosworth Group A,"Autoshow, WS",,,,Epic,,,"500,000",Rally Monsters,Tuner,862,S1,7.8,5.3,6.2,9.1,8.7,7.6,620,600,2690,4.34,55,1994,T,Inline,4,F,AWD,,225,no,none,300,none,,N. America,U.S.,,,2,L,4,,,2.500,5.247,,213.8,97.0,243.1,1.14,1.23,2.747,13028,,05-Nov-21,02-Nov-18,FH5,FH4,,FH5,DLC,,,,,,,,,,,2,XBO,0
FALSE,1991 Hoonigan Rauh-Welt Begriff Porsche 911 Turbo,Hoonigan Porsche,,1991,Hoonigan,Rauh-Welt Begriff Porsche 911 Turbo,"Car Mastery, Seasonal",,,,Rare,,,"160,000",Retro Supercars,Tuner,811,S1,6.7,5.3,7.7,7.2,4.1,4.0,385,400,2976,7.73,40,3299,T,Flat,6,R,RWD,,315,no,Adjustable,"493(30k), 493(34k)",TT,eng,N. America,U.S.,,,2,L,4,,OR,4.080,9.779,12.033,187.3,104.7,258.5,1.23,1.32,5.699,12697,,05-Nov-21,15-Aug-17,FH5,FH3,,FH5,HTF,DLC,DLC,,,,,,,,,4,XBO,0
FALSE,1986 Hoonigan Ford RS200 Evolution,Hoonigan RS200,,1986,Hoonigan,Ford RS200 Evolution,"Autoshow, WS",,,,Epic,,,"500,000",Rally Monsters,Tuner,904,S2,7.6,5.3,6.5,9.5,5.1,8.3,750,590,2494,3.33,50,2137, T,Inline,4,M,AWD,,275,no,Forza,"300, 850",none,eng,N. America,U.S.,,,2,L,4,,,2.600,4.917,,212.7,100.4,250.0,1.22,1.36,2.317,13056,,05-Nov-21,27-Dec-18,FH5,FH4,,FH5,cu,,,,,,,,,,,2,XBO,0
FALSE,"1979 Hoonigan Baldwin Motorsports ""Loki"" K5 Blazer",Baldwin Blazer,,1979,Hoonigan,"Baldwin Motorsports ""Loki"" K5 Blazer",,,,,,,,,Extreme Offroad,Tuner,747,A,5.1,6.6,7.4,8.4,8.1,,650,600,3500,5.38,60,7243,NA,V,8,F,RWD,,,,,none,"TT, PDS",,N. America,U.S.,,,3,L,4,,,,,,,,,,,,12691,,,15-Aug-17,FH3,FH3,,,,,DLC,,,,,,,,,1,XBO,0
FALSE,1978 Hoonigan Ford Escort RS1800,Hoonigan Escort,,1978,Hoonigan,Ford Escort RS1800,"Autoshow, WS",,,,Epic,,,"300,000",Rally Monsters,Tuner,820,S1,6.2,6.3,6.7,5.7,6.1,4.2,333,246,1846,5.54,54,2548,NA,Inline,4,F,RWD,,345,no,Rally lights,415,T,stock,N. America,U.S.,,,2,L,4,,OR,4.284,10.100,11.800,171.5,104.3,250.0,1.15,1.25,5.816,12695,,05-Nov-21,15-Aug-17,FH5,FH3,,FH5,FH4,DLC,DLC,,,,,,,,,4,XBO,0
FALSE,1977 Hoonigan Gymkhana 10 Ford F-150 'Hoonitruck',Hoonigan F-150,,1977,Hoonigan,Gymkhana 10 Ford F-150 'Hoonitruck',"Autoshow, WS",,,,Epic,,,"500,000",Drift Cars,Tuner,896,S1,6.2,6.7,6.5,7.9,8.7,5.7,914,702,3210,3.51,57,3500,TT,V,6,F,AWD,,315,no,none,914,none,no,N. America,U.S.,,,2,L,4,,,2.500,5.017,,172.5,84.7,214.7,1.27,1.35,2.517,13029,,05-Nov-21,02-Nov-18,FH5,FH4,,FH5,DLC,,,,,,,,,,,2,XBO,0
FALSE,1974 Hoonigan Ford Bronco,Hoonigan Bronco,,1974,Hoonigan,Ford Bronco,Exclusive,,,,Epic,,,"200,000",Offroad,Factory,721,A,5.8,6.2,6.5,8.4,10.0,,435,400,3705,8.52,54,4951,NA,V,8,F,AWD,,315,no,none,"526, 850, 1000, 914","T, TT, PDS",stock,N. America,U.S.,,Yes,2,L,4,,,7.028,14.022,,137.2,237.5,465.2,0.86,0.85,6.994,13161,,,08-Dec-20,FH4,FH4,,,cu,,,,,,,,,,,1,XBO,0
FALSE,1973 Hoonigan Volkswagen Baja Beetle Class 5/1600 'Scumbug',Hoonigan Scumbug,,1973,Hoonigan,Volkswagen Baja Beetle Class 5/1600 'Scumbug',DLC,FH5 Rally Adv,,,Rare,,,"300,000",Buggies,Race,524,C,3.7,4.2,5.3,3.4,5.5,9.8,146,166,2190,15.00,44,2110,NA,Inline,4,R,RWD,,270,no,none,"212, 278, 305, 330, 493(34k)",T,stock,N. America,U.S.,,,2,L,4,,,5.700,22.603,,102.8,143.5,349.4,0.91,0.90,16.903,13344,,29-Mar-23,29-Mar-23,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,1972 Hoonigan Chevrolet Napalm Nova,Hoonigan Nova,,1972,Hoonigan,Chevrolet Napalm Nova,"Autoshow, WS",,,,Rare,,,"50,000",Classic Muscle,Tuner,731,A,6.7,4.7,5.2,5.0,5.3,5.0,475,520,3566,7.51,55,7439,NA,V,8,F,RWD,,295,Both,Hood,"475d, 640, 800, 1500","TT, PDS",stock,N. America,U.S.,,,2,L,4,,"OR, ?MvT",4.100,9.717,12.550,185.4,123.7,303.1,0.95,0.94,5.617,12693,,05-Nov-21,15-Aug-17,FH5,FH3,,FH5,HTF,DLC,DLC,,,,,,,,,4,XBO,0
FALSE,"1965 Hoonigan Ford ""Hoonicorn"" Mustang",Hoonicorn,,1965,Hoonigan,"Ford ""Hoonicorn"" Mustang","Autoshow, WS",,,,Epic,,,"500,000",Drift Cars,Tuner,951,S2,9.2,5.9,6.7,10.0,7.4,5.5,1400,1200,2998,2.14,50,6718,TT,V,8,F,AWD,,295,no,none,none,none,no,N. America,U.S.,Mustang,,2,L,4,,OR,1.814,3.137,8.450,253.8,94.3,235.7,1.26,1.35,1.323,12694,,05-Nov-21,15-Aug-17,FH5,FH3,,FH5,FH4,DLC,DLC,,,,,,,,,4,XBO,0
FALSE,1965 Hoonigan Gymkhana 10 Ford Hoonicorn Mustang,Hoonicorn V2,,1965,Hoonigan,Gymkhana 10 Ford Hoonicorn Mustang,Seasonal,,,,Epic,,,"500,000",Drift Cars,Livery,952,S2,8.8,5.9,6.6,10.0,7.7,5.4,1400,1200,2998,2.14,50,6718,TT,V,8,F,AWD,,295,no,none,none,none,no,N. America,U.S.,Mustang,,2,L,4,,OR,1.814,2.897,,263.5,95.7,239.4,1.26,1.34,1.083,13026,,05-Nov-21,23-Oct-18,FH5,FH4,,FH5,cu,,,,,,,,,,,2,XBO,0
FALSE,1955 Hoonigan Chevrolet Bel Air,Hoonigan Bel Air,,1955,Hoonigan,Chevrolet Bel Air,"Autoshow, WS",,Accolade,,Rare,,,"76,000",Rods and Customs,Tuner,621,B,5.7,3.0,3.8,4.1,3.1,6.4,410,390,3567,8.70,57,5822,NA,V,8,F,RWD,,275,Front,Hood,"415, 475d, 425, 640, 800, 1500, 1750","TT, PDS",stock,N. America,U.S.,,,2,L,4,,OR,6.211,13.101,13.033,157.8,167.9,415.6,0.82,0.81,6.890,12692,,05-Nov-21,15-Aug-17,FH5,FH3,,FH5,FH4,DLC,DLC,,,,,,,,,4,XBO,0
FALSE,2018 Hot Wheels 2JetZ,2JetZ,,2018,Hot Wheels,2JetZ,"WS, Seasonal",Series 9 cu,HW Mission,,Legendary,,,"250,000",Rods and Customs,Tuner,854,S1,6.7,5.4,5.9,6.9,7.6,3.9,639,636,1740,2.72,43,2997,T,Inline,6,M,RWD,,275,no,none,none,none,eng,N. America,U.S.,,,1,C,4,,,3.583,6.134,,184.0,107.4,260.9,1.23,1.30,2.551,13167,,23-Jun-22,22-Feb-21,FH5,FH4,,cu,DLC,,,,,,,,,,,2,XBO,0
FALSE,2013 Hot Wheels Baja Bone Shaker,Baja Bone Shaker,,2013,Hot Wheels,Baja Bone Shaker,DLC Autoshow,FH5 Hot Wheels,,,Legendary,,,"150,000",Unlimited Offroad,Tuner,700,B,4.6,5.3,5.4,6.9,7.6,10.0,520,540,4409,8.48,53,5740,PDS,V,8,F,AWD,,355,no,none,"475d, 850, 1500, 1750",NA,eng,N. America,U.S.,,,2,L,4,,,3.953,8.912,,167.4,133.9,350.0,0.88,0.88,4.959,13317,,19-Jul-22,19-Jul-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2012 Hot Wheels Bad to the Blade,Hot Wheels BTTB,,2012,Hot Wheels,Bad to the Blade,DLC,FH5 Hot Wheels,HW Mission,,Epic,,,"200,000",Extreme Track Toys,Tuner,998,S2,6.8,10.0,10.0,9.2,10.0,4.3,650,320,1598,2.46,40,3478,NA,,4,M,RWD,,415,no,Adjustable,750,none,stock,N. America,U.S.,,,1,C,4,,,2.250,4.300,,188.6,70.8,159.4,1.96,2.77,2.050,13318,,19-Jul-22,19-Jul-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2012 Hot Wheels Rip Rod,Rip Rod,,2012,Hot Wheels,Rip Rod,"WS, Seasonal",Series 9 cu,HW Mission,,Legendary,,,"300,000",Unlimited Buggies,Tuner,715,A,5.4,4.3,4.9,6.0,6.2,8.6,200,140,1500,7.50,43,2000,NA,Inline,2,M,RWD,,215,no,Forza,"300, 475",T,stock,N. America,U.S.,,,1,C,4,,,6.020,15.524,13.567,148.1,134.2,339.9,0.93,0.92,9.504,12679,,23-Jun-22,09-May-17,FH5,FH3,,cu,cu,cu,DLC,,,,,,,,,4,XBO,0
FALSE,2011 Hot Wheels Bone Shaker,Bone Shaker,,2011,Hot Wheels,Bone Shaker,Autoshow,,Accolade,,Legendary,,,"150,000",Rods and Customs,Tuner,790,A,6.0,4.9,5.2,5.7,6.2,4.2,402,398,2205,5.49,65,5740,NA,V,8,F,RWD,,375,no,Forza,"475d, 800, 850",none,stock,N. America,U.S.,,,2,L,4,,,3.985,8.962,12.717,165.8,118.3,287.3,1.11,1.13,4.977,12456,,05-Nov-21,03-May-16,FH5,FM6,,FH5,cu,cu,DLC,DLC,,,,,,,,5,XBO,0
FALSE,2005 Hot Wheels Ford Mustang,HW Ford Mustang,,2005,Hot Wheels,Ford Mustang,"WS, Seasonal",Series 9 cu,HW Mission,,Legendary,,,"300,000",Track Toys,Tuner,819,S1,6.8,6.4,8.4,6.1,4.6,3.9,489,458,3300,6.75,55,4610,PDS,V,8,F,RWD,,295,Both,Adjustable,"526, 800, 850, 1500",none,eng,N. America,U.S.,Mustang,,2,L,4,,,4.479,9.330,12.700,185.0,94.1,214.0,1.57,1.75,4.851,12457,,23-Jun-22,03-May-16,FH5,FM6,,cu,cu,cu,DLC,DLC,,,,,,,,5,XBO,0
FALSE,2000 Hot Wheels Deora II,Hot Wheels Deora,,2000,Hot Wheels,Deora II,DLC,FH5 Hot Wheels,Expansion,,Legendary,,,"5,000,000",Rods and Customs,Tuner,800,A,6.5,5.4,6.8,6.4,6.2,4.3,760,625,4409,5.80,45,5163,PDS,V,8,R,RWD,,285,none,none,"475d, 640, 800, 1500",TT,eng,N. America,U.S.,,,1,L,4,,,6.227,15.200,,181.6,111.6,274.5,1.09,1.14,8.973,13319,,19-Jul-22,19-Jul-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,1972 Hot Wheels Chevrolet LUV,Hot Wheels LUV,,1972,Hot Wheels,Chevrolet LUV,DLC store,,,,Legendary,,,"100,000",Rods and Customs,Tuner,663,B,6.1,5.4,5.2,7.0,8.2,,400,500,3200,8.00,28,6425,PDS,V,8,M,RWD,,275,Front,none,"415, 640, 850",none,eng,N. America,U.S.,,Yes,2,L,4,,,5.300,12.600,,147.2,159.0,402.2,0.81,0.81,7.300,13168,,,22-Feb-21,FH4,FH4,,,DLC,,,,,,,,,,,1,XBO,0
FALSE,1970 Hot Wheels Chevrolet Corvette ZR-1 50th Anniversary Original Version,,,1970,Hot Wheels,Chevrolet Corvette ZR-1 50th Anniversary Original Version,,,,,,,,,Forza Specials,Tuner,,,,,,,,,461,558,3483,7.56,51,,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,,,2,L,4,,,,,,,,,,,,13031,,,06-Nov-18,FM7,FM7,,,,cu,,,,,,,,,,1,XBO,0
FALSE,1970 Hot Wheels Pontiac Firebird Trans Am Custom,HW Trans Am,3706,1970,Hot Wheels,Pontiac Firebird Trans Am Custom,Seasonal,Series 23 cu,,,Legendary,,,"300,000",Track Toys,Tuner,894,S1,6.3,6.9,6.5,6.7,7.4,3.4,1062,612,3126,2.94,49,6560,NA,V,8,F,RWD,,305,Both,none,none,"TT, PDS, CS",stock,N. America,U.S.,,,2,L,4,,,3.100,5.800,,175.2,81.7,198.3,1.58,1.65,2.700,13376,,27-Jul-23,27-Jul-23,FH5,FH5,,cu,,,,,,,,,,,,1,XBO,0
FALSE,1969 Hot Wheels Chevrolet Camaro Super Sport Coupe 50th Anniversary Original Version,,,1969,Hot Wheels,Chevrolet Camaro Super Sport Coupe 50th Anniversary Original Version,,,,,,,,,Forza Specials,Tuner,,,,,,,,,460,465,3320,7.22,56,,NA,V,8,F,RWD,,,,,,,stock,N. America,U.S.,,,2,L,4,,,,,,,,,,,,13030,,,06-Nov-18,FM7,FM7,,,,cu,,,,,,,,,,1,XBO,0
FALSE,1969 Hot Wheels International-Harvester Loadstar C0-1600,Hot Wheels C0,,1969,Hot Wheels,International-Harvester Loadstar C0-1600,DLC store,,,,Legendary,,,"100,000",Rods and Customs,Tuner,563,C,5.2,6.1,5.2,6.0,7.0,,485,432,2998,6.18,51,5822,PDS,V,8,M,RWD,,315,no,Forza,"526, 850",none,eng,N. America,U.S.,,,2,L,4,,,3.888,10.888,,112.2,155.1,364.9,0.82,0.81,7.000,13170,,,22-Feb-21,FH4,FH4,,,DLC,,,,,,,,,,,1,XBO,0
FALSE,1969 Hot Wheels Twin Mill,Twin Mill,,1969,Hot Wheels,Twin Mill,"WS, Seasonal",,,,Legendary,,,"110,000",Rods and Customs,Tuner,798,A,8.6,4.5,5.2,4.9,5.2,3.8,1401,1400,4696,3.35,57,16453,PDS,V,16,F,RWD,,305,no,Forza,none,none,no,N. America,U.S.,,,2,L,4,,Heavy,2.500,5.300,11.367,232.0,123.6,300.8,1.01,1.02,2.800,12680,,05-Nov-21,09-May-17,FH5,FH3,,FH5,cu,cu,DLC,,,,,,,,,4,XBO,0
FALSE,1963 Hot Wheels Volkswagen Beetle 50th Anniversary Original Version,,,1963,Hot Wheels,Volkswagen Beetle 50th Anniversary Original Version,,,,,,,,,Forza Specials,Tuner,,,,,,,,,165,162,1760,10.67,43,,NA,Flat,4,R,RWD,,,,,,,stock,N. America,U.S.,,,2,L,4,,,,,,,,,,,,13032,,,06-Nov-18,FM7,FM7,,,,cu,,,,,,,,,,1,XBO,0
FALSE,1957 Hot Wheels Nash Metropolitan Custom,Hot Wheels Metro,,1957,Hot Wheels,Nash Metropolitan Custom,"WS, Seasonal",Series 9 cu,HW Mission,,Legendary,,,"250,000",Rods and Customs,Tuner,631,B,5.6,3.0,4.1,4.0,4.0,4.4,350,400,2250,6.43,55,5001,NA,V,8,F,RWD,,165,no,Forza,850,none,stock,N. America,U.S.,,,2,L,4,,,5.126,10.945,,153.3,174.1,421.3,0.81,0.80,5.819,13171,,14-Jul-22,22-Feb-21,FH5,FH4,,cu,DLC,,,,,,,,,,,2,XBO,0
FALSE,1957 Hot Wheels Studebaker Golden Hawk 'Dream Roadster',HW Studebaker,,1957,Hot Wheels,Studebaker Golden Hawk 'Dream Roadster',DLC store,,,,Legendary,,,"100,000",Rods and Customs,Tuner,701,A,6.2,5.9,5.3,6.3,7.6,,528,510,3362,6.37,50,4601,NA,V,8,F,RWD,,295,no,Forza,"415, 640","TT, PDS",stock,N. America,U.S.,,Yes,2,L,4,,,4.000,8.700,,148.8,160.3,384.1,0.84,0.84,4.700,13172,,,22-Feb-21,FH4,FH4,,,DLC,,,,,,,,,,,1,XBO,0
